,English,Hebrew
30408,"['Sabbath', 'Saturday', '(talmudic) week', 'sabbath', 'rest day']",שבת
30409,"['to strike', 'to stop working']",שבת
30410,['(astronomy) Saturn'],שבתאי
30411,['Shabtai (also: Shabbethai) (Hebrew name)'],שבתאי
30412,"['rest', 'national holiday', 'statutory holiday', 'sabbatical']",שבתון
30413,['Sabbath'],שבתי
30414,"['(flowery) supremacy', 'greatness', 'exaltedness']",שגב
30415,"['(Jewish law) to sin', 'to transgress unintentionally', '(flowery) to err', 'to make a mistake']",שגג
30416,"['(Jewish law) unintentional transgression', '(flowery) error', 'serious mistake', 'misstep', 'בשגגה - erroneously', 'unintentionally', 'inadvertently']",שגגה
30417,"['to err', 'to make a mistake']",שגה
30418,"['(flowery) to strengthen', 'to prosper', 'to flourish', 'to thrive']",שגה
30419,"['wrong', 'mistaken', 'erroneous', 'incorrect']",שגוי
30420,['tenoning'],שגום
30421,"['(childish) practical joke', 'prank']",שגוע
30422,"['launching', 'sending', 'transmitting', 'dispatching']",שגור
30423,"['common', 'customary', 'routine']",שגור
30424,"['lofty', 'exalted', 'supreme']",שגיא
30425,"['Sagi (also: Sagy, Sagie) (Hebrew name)']",שגיא
30426,"['mistake', 'error']",שגיאה
30427,['spelling mistake'],שגיאת כתיב
30428,"['sublime', 'lofty', 'exalted']",שגיב
30429,"['(literary) whim', 'caprice']",שגיון
30430,['regularity'],שגירות
30431,"['tenon', 'connector', 'joint', 'key']",שגם
30432,"['(slang) to ""drive someone crazy""', '(childish) to ""work one over"" on someone', 'to tell a tall tale', 'to tease']",שגע
30433,"['craziness', 'insanity', '(slang) terrific', 'wonderful']",שגעון
30434,['crazy'],שגעוני
30435,"['to launch (a rocket, missile)', 'to send', 'to dispatch']",שגר
30436,"['to be launched (a rocket, missile)', 'to be sent', 'to be dispatched']",שגר
30437,['(zoology) litter'],שגר
30438,['routine'],שגרה
30439,['(medicine) rheumatism'],שגרון
30440,['(medicine) rheumatic'],שגרוני
30441,"['ambassador', '(literary) delegate', 'emissary', 'representative']",שגריר
30442,['embassy'],שגרירות
30443,"['routine', 'standard', 'normal']",שגרתי
30444,"['to prosper', 'to flourish']",שגשג
30445,['prosperity'],שגשוג
30446,"['demon', 'genie', 'fiend']",שד
30447,['breast'],שד
30448,"['robbery', 'burglary']",שד
30449,['daylight robbery'],שד לאור היום
30450,['fieldcraft'],שדאות
30451,"['to rob', 'to burglarize', 'to plunder']",שדד
30452,"['to harrow', 'to crumble', 'to loosen (soil)']",שדד
30453,['field'],שדה
30454,['chest of drawers'],שדה
30455,['(talmudic) field of crops (without trees)'],שדה הלבן
30456,"['airfield', 'airport']",שדה תעופה
30457,"['robbed', 'burglarized', 'plundered']",שדוד
30458,"['crumbling', 'loosening (of soil)']",שדוד
30459,"['matchmaking', '(colloquial) networking', 'pairing']",שדוך
30460,"['lobbying', 'pressuring', 'persuasion', 'seduction']",שדול
30461,"['sprite', 'imp']",שדון
30462,"['devilish', 'demonic']",שדוני
30463,"['blasted', 'emaciated', 'blighted', 'empty', 'meaningless']",שדוף
30464,"['broadcast', 'transmission']",שדור
30465,"['rebroadcast', 'rerun']",שדור חוזר
30466,"['the Almighty', 'God']",שדי
30467,"['demonic', 'mischievous', 'deceitful', 'devilish', 'malicious']",שדי
30468,"['robbery', 'burglary']",שדידה
30469,"['to matchmaker', 'to network', 'to pair', 'to connect', 'to arrange contact', '(slang) to staple']",שדך
30470,['matchmaker'],שדכן
30471,"['to lobby', 'to pressure', 'to persuade', 'to seduce']",שדל
30472,['lobby'],שדלה
30473,"['(literary) field', 'cultivated land']",שדמה
30474,"['(agriculture) blight', 'blast', '(literary) emptiness', 'vanity', 'vacuousness']",שדפון
30475,"['(radio, television) broadcaster']",שדר
30476,"['to broadcast', 'to transmit']",שדר
30477,"['to be broadcast', 'to be transmitted']",שדר
30478,"['message', 'dispatch']",שדר
30479,['birch (tree)'],שדר
30480,['to upgrade'],שדרג
30481,['to be upgraded'],שדרג
30482,"['boulevard', 'avenue']",שדרה
30483,['spine'],שדרה
30484,['upgrading'],שדרוג
30485,['keel'],שדרית
30486,"['(radio, television) announcer', 'broadcaster']",שדרן
30487,"['lamb', '(biblical) lamb', 'kid']",שה
30488,"['to stay', 'to spend (an hour, day, week)', '(literary) to be delayed', 'to be late', 'to tarry']",שהה
30489,"['(formal) delay', 'postponement', 'laches', 'lag']",שהוי
30490,['hiccup'],שהוק
30491,"['time', 'pause', 'opportunity']",שהות
30492,['(Islam) shahid'],שהיד
30493,"['stay', 'staying', 'being']",שהיה
30494,"['onyx', ""(biblical) one of the twelve precious stones in the High Priest's breast plate"", 'aquamarine']",שהם
30495,['to hiccup'],שהק
30496,"['falsehood', 'futility', '(literary) vanity', 'emptiness']",שוא
30497,['vacuum cleaner'],שואב
30498,"['holocaust', 'disaster', 'conflagration', 'השואה - the Holocaust']",שואה
30499,"['questioner', 'inquirer']",שואל
30500,"['curious', 'inquiring']",שואל
30501,['borrower'],שואל
30502,['shawarma (a Levantine dish of meat)'],שוארמה
30503,['again'],שוב
30504,['return'],שוב
30505,"['mischievous', 'naughty']",שובב
30506,"['mischievous', 'youthful']",שובבי
30507,['mischievous'],שובבני
30508,['captor'],שובה
30509,['chauvinism'],שוביניזם
30510,['chauvinist'],שוביניסט
30511,['chauvinistic'],שוביניסטי
30512,['dovecote'],שובך
30513,"['coupon', 'voucher']",שובר
30514,['(labor relations) striker'],שובת
30515,"['robber', 'burglar']",שודד
30516,['Swedish'],שודי
30517,['Swedish (person)'],שודי
30518,['Sweden'],שודיה
30519,['Swedish (language)'],שודית
30520,"['equal', 'identical', 'worth', '(colloquial) deserving', 'worthy']",שוה
30521,"['to equal', 'to parallel']",שוה
30522,"['(mathematics) equal', 'equals (=)']",שוה
30523,"['to give', 'to create (a look, atmosphere)', '(literary) to make', 'to set']",שוה
30524,['(geometry) equilateral'],שוה צלעות
30525,['(geometry) isosceles (triangle)'],שוה שוקים
30526,['systematization'],שווט
30527,"['giving', 'creating (a look, atmosphere)', '(in collocations) equality']",שווי
30528,"['equilibrium', 'balance']",שווי משקל
30529,"['(slang) drive', 'movement', 'push', 'momentum', '(slang) energetic activity']",שוונג
30530,['marketing'],שווק
30531,['marketing'],שווקי
30532,"['alignment', 'alinement']",שוור
30533,['(rare) acrobatics'],שוור
30534,"['(military) pit', 'rifle pit', '(literary) mantrap']",שוחה
30535,"['to converse with', 'to talk with', 'to chat with']",שוחח
30536,"['(Jewish ritual) slaughterer', 'butcher']",שוחט
30537,"['advocate', 'proponent', 'supporter', '(military) cadet']",שוחר
30538,['whip'],שוט
30539,['shot'],שוט
30540,"['(literary, Jewish law) fool', 'simpleton', 'foolish', 'idiotic (when used as an adjective)']",שוטה
30541,['(biology) flagellum'],שוטון
30542,"['to wander around', 'to stray']",שוטט
30543,"['loitering', 'vagrancy']",שוטטות
30544,"['continuous', '(finances) current', 'fluent']",שוטף
30545,['policeman'],שוטר
30546,"['value', 'worth']",שוי
30547,"['equality', '(sports) tie score']",שויון
30548,['equal'],שויוני
30549,['Switzerland'],שויץ
30550,"['(slang) boastfulness', 'bragging']",שויץ
30551,['Swiss (person)'],שויצי
30552,['Swiss'],שויצי
30553,"['(slang) braggart', '""show-off""']",שויצר
30554,['Swiss (person)'],שויצרי
30555,['Swiss'],שויצרי
30556,['Switzerland'],שויצריה
30557,['cessation'],שוך
30558,['(biblical and literary) branch'],שוכה
30559,"['renter', 'tenant']",שוכר
30560,"['margin', 'brim', 'rim', 'shoulder (of a paved road)']",שול
30561,['Shula (Hebrew name)'],שולה
30562,['sender'],שולח
30563,['dominant'],שולט
30564,"['marginal', 'insignificant']",שולי
30565,['apprenticeship'],שוליאות
30566,"['apprentice', 'assistant']",שוליה
30567,['marginality'],שוליות
30568,"['margins', 'brim', 'rim']",שולים
30569,"['opposer', 'nay', 'nay-sayer']",שולל
30570,['negativism'],שוללנות
30571,['Shulamit (Hebrew name)'],שולמית
30572,['any (in a negative sentence)'],שום
30573,['garlic (plant)'],שום
30574,"['nothing', 'not a thing']",שום דבר
30575,"['(taxation) assessment', 'evaluation']",שומה
30576,"['mole', 'beauty mark']",שומה
30577,"['desolate', 'empty', 'abandoned']",שומם
30578,"['(literary) emptiness', 'dreariness']",שוממות
30579,"['guard', 'watchman', 'sentry']",שומר
30580,['bodyguard'],שומר ראש
30581,['Samaria'],שומרון
30582,['Samaritan'],שומרוני
30583,['Samaritan (person)'],שומרוני
30584,['sleeve (for papers)'],שומרן
30585,"['hater', 'enemy']",שונא
30586,"['different', 'separate', 'diverse']",שונה
30587,"['difference', 'variance', 'differential']",שונות
30588,"['miscellaneous (issues, items)']",שונות
30589,['reef'],שונית
30590,['(Aramaic) cat'],שונרא
30591,"['(slang) blow', 'stroke', 'punch', '(slang) something wonderful', 'terrific', '""a blast""']",שוס
30592,"['(flowery) to cry out to', 'to implore', 'to need desperately']",שוע
30593,"['(flowery) wealthy person', 'influential person', 'important person']",שוע
30594,['fox'],שועל
30595,['vixen'],שועלה
30596,['foxish'],שועלי
30597,"['(sports) goalie', 'goaltender', 'gatekeeper', 'guard', 'concierge']",שוער
30598,"['judge', '(sports) referee', 'umpire']",שופט
30599,"['judging', '(sports) refereeing', 'umpirage']",שופטות
30600,['Judges (book of the bible)'],שופטים
30601,"['(carpentry, metalwork) file']",שופין
30602,['shopping'],שופינג
30603,"['sewage', 'waste water']",שופכין
30604,['(anatomy) ureter'],שופכן
30605,['power shovel'],שופל
30606,"['flowing', 'plentiful', 'abundant', 'bountiful']",שופע
30607,"['(Jewish ritual) shofar', ""ram's horn"", 'the voice of', '(botany) ochrea']",שופר
30608,"['market', 'marketplace', 'bazaar']",שוק
30609,"['shin', 'part of the leg between the knee and the ankle', 'leg (of poultry, beef, lamb)', '(geometry) side (of a polygon)', 'arm', 'leg (of a pair of compasses)']",שוק
30610,"['shock', 'trauma']",שוק
30611,"['to market', 'to sell']",שוק
30612,['to be marketed'],שוק
30613,['(anatomy) tibia'],שוקה
30614,['(trademark) chocolate milk powder'],שוקו
30615,['chocolate'],שוקולד
30616,['chocolatier'],שוקולדאי
30617,['electric shocker'],שוקר
30618,"['ox', 'Taurus']",שור
30619,['(biblical) wall'],שור
30620,"['survivor (of a tragedy, disease, war)']",שורד
30621,"['row', 'line', 'series']",שורה
30622,['lined sheet'],שורון
30623,"[""shuruk (Hebrew vowel, corresponding to 'oo' as in 'food')""]",שורוק
30624,"['(stock market) short', 'selling short', 'short sale']",שורט
30625,['(biblical) choice vine'],שורק
30626,['(biblical) choice vine'],שורקה
30627,['strict law'],שורת הדין
30628,['licorice'],שוש
30629,"['usher', 'bridesmaid', 'groomsman', 'patron', 'benefactor']",שושבין
30630,['dynasty'],שושלת
30631,['dynastic'],שושלתי
30632,['lily'],שושן
30633,['rose (plant)'],שושנה
30634,['Shoshana (Hebrew name)'],שושנה
30635,['(medicine) erysipelas'],שושנה
30636,['(botany) rosette'],שושנת
30637,['suntanning'],שזוף
30638,['suntanned'],שזוף
30639,"['entwined', 'worsted', 'interwoven']",שזור
30640,"['plum (plant, fruit)']",שזיף
30641,['ply'],שזיר
30642,['interweaving'],שזירה
30643,['chaise longue'],שזלונג
30644,"['to sunbathe', 'to tan']",שזף
30645,"['to weave', 'to bundle', 'to arrange', 'to integrate']",שזר
30646,['(botany) rachis'],שזרה
30647,['reseeding'],שזרוע
30648,"['(flowery) to walk (for pleasure)', 'to wander']",שח
30649,"['(literary) to be bent', 'to be hunched', ""to bow one's head in sorrow""]",שח
30650,"['(literary) to be bent', 'to be hunched', ""to bow one's head in sorrow""]",שח
30651,"['chess', '(chess) check!']",שח
30652,"['(literary) bent', 'hunched']",שח
30653,"['(literary) to be bent', 'to be hunched', ""to bow one's head in sorrow""]",שח
30654,"['(literary) to say', 'to relate', 'to tell']",שח
30655,"['(literary) to be bent', 'to be hunched', ""to bow one's head in sorrow""]",שח
30656,"['(literary) to be bent', 'to be hunched', ""to bow one's head in sorrow""]",שח
30657,"['(literary) to be bent', 'to be hunched', ""to bow one's head in sorrow""]",שח
30658,"['(literary) to be bent', 'to be hunched', ""to bow one's head in sorrow""]",שח
30659,"['(literary) to be bent', 'to be hunched', ""to bow one's head in sorrow""]",שח
30660,"['(literary) to be bent', 'to be hunched', ""to bow one's head in sorrow""]",שח
30661,"['(literary) to be bent', 'to be hunched', ""to bow one's head in sorrow""]",שח
30662,"['(literary) to be bent', 'to be hunched', ""to bow one's head in sorrow""]",שח
30663,['to bribe'],שחד
30664,['bribe'],שחד
30665,['to be bribed'],שחד
30666,['to swim'],שחה
30667,"['(flowery) to bend over', 'to stoop', 'to bow down', 'to crouch', 'to squat']",שחה
30668,['bribery'],שחוד
30669,"['bent', 'hunched']",שחוח
30670,"['slaughtered', 'killed', 'butchered']",שחוט
30671,"['(biblical) sharpened', 'beaten (metal)']",שחוט
30672,['extrusion (shaping of metal or plastic by forcing through a die)'],שחול
30673,"['brownish', 'dark brown']",שחום
30674,['arid'],שחון
30675,"['(literary) tuberculosed', 'gaunt']",שחוף
30676,"['worn', 'eroded', 'exhausted', 'fatigued', 'overused', 'hackneyed']",שחוק
30677,"['(flowery) laughter', 'mirth', '(biblical) ridicule', '(biblical) entertainment', 'sport']",שחוק
30678,['(slang) being successful'],שחוק
30679,['black'],שחור
30680,"['seeking', 'reaching out']",שחור
30681,"['reconstruction', 'restoration']",שחזור
30682,"['to reconstruct', 'to restore', 'to recreate']",שחזר
30683,"['to be reconstructed', 'to be restored']",שחזר
30684,"['to slaughter', 'to kill', 'to murder', 'to butcher']",שחט
30685,['swimming'],שחיה
30686,"['slaughter', 'butchery', 'massacre']",שחיטה
30687,['swimmer'],שחין
30688,['boils (skin disease)'],שחין
30689,['(slang) skinny'],שחיף
30690,"['fingerboard', '(literary) thin board', 'batten']",שחיף
30691,"['wear', 'erosion', 'grinding', 'exhaustion', 'fatigue']",שחיקה
30692,"['corruption', 'immorality']",שחיתות
30693,['(biblical) lion'],שחל
30694,"['(anatomy) ovary', '(botany) gynoecium']",שחלה
30695,"['exchange', '(genetics) recombination']",שחלוף
30696,"['exchange', '(genetics) recombination']",שחלוף
30697,['garden cress (plant)'],שחלים
30698,['granite'],שחם
30699,['brownish'],שחמחם
30700,['chess'],שחמט
30701,"['professional chess player', 'chess master']",שחמטאי
30702,['(medicine) cirrhosis'],שחמת
30703,"['seagull', 'tern']",שחף
30704,['Shahaf (Hebrew name)'],שחף
30705,['tern (bird)'],שחפית
30706,['(medicine) tuberculosis'],שחפת
30707,['(medicine) tubercular'],שחפתי
30708,"['(flowery) arrogance', 'haughtiness', '(literary) lion']",שחץ
30709,"['bragging', 'boastful', 'braggart']",שחצן
30710,"['boastfulness', 'bragging']",שחצנות
30711,"['boastful', 'pompous', 'haughty']",שחצני
30712,"['to play (a game, role)']",שחק
30713,"['(flowery) clouds', 'heavens']",שחק
30714,"['to wear', 'to erode']",שחק
30715,"['heavens', 'sky']",שחקים
30716,"['player', 'actor']",שחקן
30717,['black'],שחר
30718,"['black (color, person)']",שחר
30719,['dawn'],שחר
30720,"['meaning', 'intent', 'point', 'basis', 'foundation']",שחר
